order_id,order_date,shift,channel,item_count,cancelled,issue_code,accept_min,prep_min,handover_min,wait_minutes,within_target
ORD-00316,2026-09-07,dinner,counter,1,0,,1.44,8.68,2.51,12.63,0
ORD-00317,2026-09-07,dinner,app,2,0,,1.16,7.39,0.3,8.84,1
ORD-00318,2026-09-07,dinner,app,1,0,,1.37,13.83,2.37,17.57,0
ORD-00319,2026-09-07,dinner,app,3,0,,1.33,7.98,3.05,12.36,0
ORD-00320,2026-09-07,dinner,counter,2,0,,0.74,11.8,1.49,14.04,0
ORD-00321,2026-09-07,dinner,counter,4,0,,1.57,8.74,0.76,11.07,1
ORD-00322,2026-09-07,dinner,app,1,0,,1.52,7.9,0.96,10.38,1
ORD-00323,2026-09-07,dinner,app,3,0,,0.72,7.06,0.3,8.08,1
ORD-00324,2026-09-07,dinner,counter,4,0,,0.51,5.45,0.43,6.39,1
ORD-00325,2026-09-07,dinner,app,4,1,,0.93,11.87,,,
ORD-00326,2026-09-08,breakfast,counter,4,0,,1.12,6.64,1.53,9.28,1
ORD-00327,2026-09-08,breakfast,app,2,0,,1.62,9.37,1.58,12.57,0
ORD-00328,2026-09-08,breakfast,counter,1,0,kitchen_rework,1.77,18.47,2.03,22.26,0
ORD-00329,2026-09-08,breakfast,counter,3,0,,0.94,7.87,0.78,9.59,1
ORD-00330,2026-09-08,breakfast,counter,1,0,,1.02,6.06,0.67,7.75,1
ORD-00331,2026-09-08,breakfast,app,3,0,,0.82,8.85,0.32,9.99,1
ORD-00332,2026-09-08,breakfast,counter,4,0,,0.66,6.79,1.19,8.65,1
ORD-00333,2026-09-08,breakfast,counter,4,1,,1.56,11.43,,,
ORD-00334,2026-09-08,breakfast,counter,4,0,,0.5,9.76,1.64,11.9,1
ORD-00335,2026-09-08,breakfast,counter,3,0,,1.01,12.28,1.17,14.45,0
ORD-00336,2026-09-08,breakfast,app,2,0,,1.1,5.31,1.37,7.77,1
ORD-00337,2026-09-08,breakfast,app,2,0,,1.2,18.6,0.67,20.47,0
ORD-00338,2026-09-08,breakfast,counter,1,0,,0.95,9.28,1.68,11.91,1
ORD-00339,2026-09-08,breakfast,app,3,0,,1.18,9.41,2.82,13.41,0
ORD-00340,2026-09-08,breakfast,app,3,0,,0.93,12.42,0.3,13.65,0
ORD-00341,2026-09-08,breakfast,counter,4,0,,1.83,16.09,2.15,20.06,0
ORD-00342,2026-09-08,breakfast,counter,3,0,,0.86,6.22,2.55,9.63,1
ORD-00343,2026-09-08,breakfast,counter,1,0,,0.88,5.48,2.25,8.62,1
ORD-00344,2026-09-08,breakfast,counter,3,0,payment,1.18,8.75,1.87,11.79,1
ORD-00345,2026-09-08,breakfast,counter,1,0,,1.32,6.86,1.61,9.8,1
ORD-00346,2026-09-08,breakfast,counter,3,0,,0.96,2.66,2.03,5.66,1
ORD-00347,2026-09-08,breakfast,app,2,0,,1.28,9.56,1.58,12.42,0
ORD-00348,2026-09-08,breakfast,app,4,0,,0.39,6.81,1.78,8.97,1
ORD-00349,2026-09-08,breakfast,app,1,0,,0.23,7.55,0.3,8.08,1
ORD-00350,2026-09-08,breakfast,app,3,0,,0.2,9.32,3.25,12.76,0
ORD-00351,2026-09-08,breakfast,counter,3,0,,0.6,5.08,2.91,8.59,1
ORD-00352,2026-09-08,breakfast,counter,2,0,stockout,1.11,9.25,0.38,10.74,1
ORD-00353,2026-09-08,breakfast,app,3,0,,0.98,8.89,0.97,10.84,1
ORD-00354,2026-09-08,breakfast,counter,1,0,,1.9,8.6,3.33,13.84,0
ORD-00355,2026-09-08,breakfast,counter,2,0,,0.72,8.29,3.16,12.17,0
ORD-00356,2026-09-08,breakfast,counter,1,0,,1.89,11.21,2.51,15.61,0
ORD-00357,2026-09-08,breakfast,app,2,0,,0.83,6.12,0.3,7.25,1
ORD-00358,2026-09-08,breakfast,counter,4,0,,1.16,9.16,1.94,12.26,0
ORD-00359,2026-09-08,breakfast,app,4,0,,1.19,12.55,0.63,14.38,0
ORD-00360,2026-09-08,breakfast,counter,3,0,,0.6,13.09,2.85,16.54,0
ORD-00361,2026-09-08,breakfast,app,1,0,,1.06,13.15,1.75,15.96,0
ORD-00362,2026-09-08,breakfast,app,4,0,,0.96,5.58,1.2,7.73,1
ORD-00363,2026-09-08,breakfast,app,2,0,,1.18,9.31,1.76,12.25,0
ORD-00364,2026-09-08,breakfast,app,3,0,,1.18,6.58,3.66,11.42,1
ORD-00365,2026-09-08,breakfast,app,1,0,,0.93,7.75,1.5,10.18,1
ORD-00366,2026-09-08,breakfast,counter,2,0,payment,1.29,7.6,2.14,11.03,1
ORD-00367,2026-09-08,breakfast,app,4,0,,0.91,8.01,0.69,9.61,1
ORD-00368,2026-09-08,breakfast,app,4,0,,0.23,11.6,1.81,13.65,0
ORD-00369,2026-09-08,breakfast,counter,1,0,,1.25,7.69,2.0,10.94,1
ORD-00370,2026-09-08,breakfast,app,3,0,,1.83,7.26,1.45,10.55,1
ORD-00371,2026-09-08,breakfast,counter,1,0,,0.55,6.61,1.93,9.09,1
ORD-00372,2026-09-08,breakfast,app,1,0,,0.77,5.82,1.87,8.46,1
ORD-00373,2026-09-08,breakfast,app,1,0,,1.61,9.32,2.33,13.25,0
ORD-00374,2026-09-08,breakfast,counter,3,0,,0.47,8.89,0.3,9.67,1
ORD-00375,2026-09-08,breakfast,app,3,0,,1.64,10.96,2.4,15.0,0
ORD-00376,2026-09-08,breakfast,app,2,0,,1.8,8.33,1.52,11.65,1
ORD-00377,2026-09-08,breakfast,app,2,0,,0.97,10.58,2.42,13.97,0
ORD-00378,2026-09-08,breakfast,app,4,0,,1.05,5.39,0.3,6.74,1
ORD-00379,2026-09-08,breakfast,counter,4,0,,1.48,5.53,1.4,8.41,1
ORD-00380,2026-09-08,breakfast,counter,3,0,,1.02,5.2,1.32,7.53,1
ORD-00381,2026-09-08,breakfast,counter,3,0,,0.36,11.33,2.3,14.0,0
ORD-00382,2026-09-08,breakfast,counter,1,0,,0.21,5.43,1.28,6.92,1
ORD-00383,2026-09-08,breakfast,app,1,0,,2.07,10.13,3.42,15.63,0
ORD-00384,2026-09-08,breakfast,app,4,0,payment,1.57,6.96,2.8,11.33,1
ORD-00385,2026-09-08,breakfast,app,3,0,,0.67,8.89,1.85,11.41,1
ORD-00386,2026-09-08,breakfast,counter,3,0,,1.2,6.89,2.51,10.59,1
ORD-00387,2026-09-08,breakfast,counter,3,0,,1.11,6.85,1.53,9.49,1
ORD-00388,2026-09-08,breakfast,counter,4,0,,1.97,10.84,0.44,13.25,0
ORD-00389,2026-09-08,breakfast,app,2,0,kitchen_rework,0.44,10.56,0.51,11.51,1
ORD-00390,2026-09-08,breakfast,counter,3,0,,1.34,6.03,1.21,8.58,1
ORD-00391,2026-09-08,breakfast,counter,3,0,,1.08,10.49,1.97,13.55,0
ORD-00392,2026-09-08,breakfast,counter,4,0,,0.47,7.77,1.99,10.23,1
ORD-00393,2026-09-08,breakfast,app,2,0,,1.2,5.53,1.43,8.15,1
ORD-00394,2026-09-08,breakfast,counter,2,0,,2.14,7.26,2.75,12.16,0
ORD-00395,2026-09-08,breakfast,counter,2,0,,1.57,9.02,2.16,12.74,0
ORD-00396,2026-09-08,breakfast,counter,4,0,,1.2,10.51,2.13,13.83,0
ORD-00397,2026-09-08,breakfast,counter,4,0,,1.09,7.62,1.63,10.35,1
ORD-00398,2026-09-08,breakfast,app,1,0,,0.66,7.94,1.39,9.99,1
ORD-00399,2026-09-08,breakfast,app,1,0,,0.46,7.37,0.81,8.64,1
ORD-00400,2026-09-08,breakfast,app,1,0,,0.81,11.15,2.63,14.6,0
ORD-00401,2026-09-08,breakfast,app,1,0,,1.48,11.68,1.63,14.79,0
ORD-00402,2026-09-08,breakfast,app,1,0,,1.16,12.24,2.7,16.1,0
ORD-00403,2026-09-08,breakfast,app,1,0,,0.95,9.54,2.8,13.29,0
ORD-00404,2026-09-08,breakfast,counter,3,0,,1.17,10.06,0.3,11.53,1
ORD-00405,2026-09-08,breakfast,counter,3,0,,0.7,9.4,3.64,13.74,0
ORD-00406,2026-09-08,breakfast,counter,2,0,,0.34,5.69,1.03,7.06,1
ORD-00407,2026-09-08,breakfast,app,3,0,,1.21,8.63,0.3,10.14,1
ORD-00408,2026-09-08,breakfast,app,1,0,,1.1,9.97,1.74,12.81,0
ORD-00409,2026-09-08,breakfast,counter,1,0,,1.16,7.06,0.96,9.19,1
ORD-00410,2026-09-08,breakfast,counter,3,0,,1.34,8.85,1.63,11.83,1
ORD-00411,2026-09-08,lunch,counter,3,1,,0.2,6.94,,,
ORD-00412,2026-09-08,lunch,app,3,0,stockout,0.2,9.16,0.91,10.27,1
ORD-00413,2026-09-08,lunch,app,2,1,,1.76,10.39,,,
ORD-00414,2026-09-08,lunch,counter,2,0,,0.63,8.93,2.69,12.25,0
ORD-00415,2026-09-08,lunch,app,4,0,,0.88,3.32,1.54,5.75,1
ORD-00416,2026-09-08,lunch,counter,2,0,,1.89,10.08,2.51,14.48,0
ORD-00417,2026-09-08,lunch,counter,1,0,,0.93,7.39,0.94,9.26,1
ORD-00418,2026-09-08,lunch,app,4,0,,1.01,7.5,0.89,9.4,1
ORD-00419,2026-09-08,lunch,counter,1,0,,1.55,7.55,1.69,10.8,1
ORD-00420,2026-09-08,lunch,app,1,0,,1.15,13.82,1.43,16.4,0
ORD-00421,2026-09-08,lunch,app,2,0,,1.81,12.86,0.98,15.65,0
ORD-00422,2026-09-08,lunch,app,4,0,,0.73,7.7,0.3,8.72,1
ORD-00423,2026-09-08,lunch,counter,4,0,stockout,1.04,4.84,0.41,6.28,1
ORD-00424,2026-09-08,lunch,app,3,0,,1.46,13.97,2.52,17.94,0
ORD-00425,2026-09-08,lunch,app,3,0,payment,0.72,9.68,0.3,10.7,1
ORD-00426,2026-09-08,lunch,app,2,0,,1.44,12.98,1.06,15.47,0
ORD-00427,2026-09-08,lunch,counter,4,0,,0.96,18.15,3.33,22.43,0
ORD-00428,2026-09-08,lunch,app,2,0,,0.99,9.9,1.4,12.29,0
ORD-00429,2026-09-08,lunch,counter,2,0,,1.83,10.12,2.09,14.05,0
ORD-00430,2026-09-08,lunch,app,3,0,,0.83,2.48,1.91,5.23,1
ORD-00431,2026-09-08,lunch,counter,2,0,,0.2,4.45,1.67,6.32,1
ORD-00432,2026-09-08,lunch,counter,1,0,,1.15,8.56,1.36,11.08,1
ORD-00433,2026-09-08,lunch,counter,4,0,,0.9,10.55,1.59,13.03,0
ORD-00434,2026-09-08,lunch,app,3,0,,0.96,14.0,1.71,16.67,0
ORD-00435,2026-09-08,lunch,app,1,1,kitchen_rework,1.15,14.46,,,
ORD-00436,2026-09-08,lunch,app,2,0,,1.54,14.09,2.2,17.83,0
ORD-00437,2026-09-08,lunch,counter,4,0,,0.76,10.27,2.19,13.21,0
ORD-00438,2026-09-08,lunch,counter,4,0,,0.89,11.13,1.62,13.64,0
ORD-00439,2026-09-08,lunch,app,4,0,,1.01,6.4,0.61,8.02,1
ORD-00440,2026-09-08,lunch,app,4,0,,1.45,8.24,0.48,10.16,1
ORD-00441,2026-09-08,lunch,counter,1,0,kitchen_rework,1.82,20.06,1.55,23.43,0
ORD-00442,2026-09-08,lunch,app,2,0,,0.9,6.88,0.37,8.14,1
ORD-00443,2026-09-08,lunch,app,2,0,,0.8,13.87,2.5,17.17,0
ORD-00444,2026-09-08,lunch,app,1,0,,0.84,6.66,1.21,8.71,1
ORD-00445,2026-09-08,lunch,app,3,0,,1.64,5.08,0.93,7.65,1
ORD-00446,2026-09-08,lunch,counter,1,0,kitchen_rework,0.81,21.7,1.3,23.81,0
ORD-00447,2026-09-08,lunch,counter,2,0,,0.6,7.05,2.35,10.0,1
ORD-00448,2026-09-08,lunch,app,2,0,,1.3,13.19,2.38,16.87,0
ORD-00449,2026-09-08,lunch,app,2,0,kitchen_rework,0.51,16.98,0.3,17.79,0
ORD-00450,2026-09-08,lunch,counter,2,0,,0.33,11.49,1.12,12.94,0
ORD-00451,2026-09-08,lunch,counter,3,0,,1.25,5.43,2.28,8.96,1
ORD-00452,2026-09-08,lunch,app,2,0,payment,0.98,6.66,1.69,9.33,1
ORD-00453,2026-09-08,lunch,counter,1,0,,0.2,9.43,0.3,9.93,1
ORD-00454,2026-09-08,lunch,counter,2,0,stockout,0.2,16.5,2.12,18.81,0
ORD-00455,2026-09-08,lunch,counter,4,0,,0.2,6.55,0.4,7.16,1
ORD-00456,2026-09-08,lunch,app,3,0,,0.73,5.78,0.93,7.43,1
ORD-00457,2026-09-08,lunch,counter,3,0,,0.72,5.24,0.67,6.63,1
ORD-00458,2026-09-08,lunch,counter,1,0,,0.39,10.0,3.28,13.67,0
ORD-00459,2026-09-08,lunch,counter,1,0,,0.54,16.91,1.22,18.67,0
ORD-00460,2026-09-08,lunch,counter,2,0,payment,0.3,4.48,0.73,5.51,1
ORD-00461,2026-09-08,lunch,app,4,0,,0.86,10.13,2.33,13.33,0
ORD-00462,2026-09-08,lunch,app,2,0,,1.2,7.42,1.0,9.61,1
ORD-00463,2026-09-08,lunch,counter,4,1,,0.2,3.78,,,
ORD-00464,2026-09-08,lunch,app,3,0,stockout,0.66,9.06,3.03,12.75,0
ORD-00465,2026-09-08,lunch,counter,2,0,,1.57,9.93,0.3,11.81,1
ORD-00466,2026-09-08,lunch,app,1,0,,1.0,9.99,1.74,12.73,0
ORD-00467,2026-09-08,lunch,app,1,0,stockout,1.7,8.32,2.7,12.71,0
ORD-00468,2026-09-08,lunch,app,2,0,,1.08,5.82,0.76,7.66,1
ORD-00469,2026-09-08,lunch,counter,1,0,stockout,1.05,14.91,2.41,18.37,0
ORD-00470,2026-09-08,lunch,counter,1,0,,1.24,6.94,0.84,9.02,1
ORD-00471,2026-09-08,lunch,app,3,0,,0.82,5.87,3.05,9.75,1
ORD-00472,2026-09-08,lunch,app,1,0,,0.7,7.47,2.11,10.28,1
ORD-00473,2026-09-08,lunch,app,2,0,,0.34,9.39,0.92,10.65,1
ORD-00474,2026-09-08,lunch,counter,3,0,,1.18,17.01,1.69,19.88,0
ORD-00475,2026-09-08,lunch,counter,4,0,,0.75,6.96,1.31,9.02,1
ORD-00476,2026-09-08,lunch,counter,1,0,,0.71,9.94,0.66,11.32,1
ORD-00477,2026-09-08,lunch,counter,4,0,,0.66,12.7,1.19,14.55,0
ORD-00478,2026-09-08,lunch,counter,4,0,,2.37,12.28,2.12,16.77,0
ORD-00479,2026-09-08,lunch,counter,3,0,,0.28,4.26,1.37,5.91,1
ORD-00480,2026-09-08,lunch,app,3,0,,0.2,3.52,1.14,4.85,1
ORD-00481,2026-09-08,lunch,app,3,0,,0.88,12.33,1.26,14.47,0
ORD-00482,2026-09-08,lunch,counter,1,0,,1.2,3.86,0.39,5.45,1
ORD-00483,2026-09-08,lunch,counter,4,0,,1.41,12.79,2.46,16.65,0
ORD-00484,2026-09-08,lunch,app,1,0,,0.21,9.58,1.96,11.75,1
ORD-00485,2026-09-08,lunch,counter,4,0,,0.71,8.94,0.3,9.95,1
ORD-00486,2026-09-08,lunch,counter,2,0,,1.41,4.38,1.92,7.71,1
ORD-00487,2026-09-08,lunch,app,2,0,,0.66,8.75,0.3,9.71,1
ORD-00488,2026-09-08,lunch,app,4,1,,1.23,14.37,,,
ORD-00489,2026-09-08,lunch,counter,3,0,,0.89,8.43,0.78,10.11,1
ORD-00490,2026-09-08,lunch,counter,2,0,,0.31,6.51,0.46,7.29,1
ORD-00491,2026-09-08,lunch,app,1,0,,1.18,10.01,1.6,12.79,0
ORD-00492,2026-09-08,lunch,app,2,0,,1.24,15.13,0.76,17.13,0
ORD-00493,2026-09-08,lunch,counter,2,0,,1.21,10.03,2.36,13.6,0
ORD-00494,2026-09-08,lunch,counter,4,0,kitchen_rework,1.45,23.98,2.09,27.53,0
ORD-00495,2026-09-08,lunch,app,4,0,,0.71,9.88,2.79,13.38,0
ORD-00496,2026-09-08,lunch,app,4,0,kitchen_rework,0.51,18.72,2.42,21.64,0
ORD-00497,2026-09-08,lunch,app,3,0,,1.55,2.3,0.58,4.43,1
ORD-00498,2026-09-08,lunch,counter,1,0,,1.47,2.92,2.11,6.49,1
ORD-00499,2026-09-08,lunch,app,1,0,,0.64,9.03,1.79,11.45,1
ORD-00500,2026-09-08,lunch,counter,1,0,,1.2,7.98,0.63,9.82,1
ORD-00501,2026-09-08,lunch,counter,4,0,,0.45,4.73,0.3,5.48,1
ORD-00502,2026-09-08,lunch,counter,4,0,,1.18,11.9,1.26,14.34,0
ORD-00503,2026-09-08,lunch,app,2,0,,0.91,9.06,1.03,11.0,1
ORD-00504,2026-09-08,lunch,counter,2,0,,1.54,7.54,1.9,10.98,1
ORD-00505,2026-09-08,lunch,counter,2,0,,1.4,13.33,3.34,18.07,0
ORD-00506,2026-09-08,lunch,counter,3,0,,0.58,9.48,1.73,11.79,1
ORD-00507,2026-09-08,lunch,app,3,1,,0.81,11.85,,,
ORD-00508,2026-09-08,lunch,counter,2,0,,1.67,7.12,3.35,12.14,0
ORD-00509,2026-09-08,lunch,app,2,0,,1.38,12.32,1.01,14.72,0
ORD-00510,2026-09-08,lunch,counter,3,0,,1.08,14.11,2.92,18.11,0
ORD-00511,2026-09-08,lunch,app,4,0,,1.25,5.23,0.48,6.96,1
ORD-00512,2026-09-08,lunch,app,3,0,,1.36,10.07,3.41,14.84,0
ORD-00513,2026-09-08,lunch,counter,4,0,,1.28,12.11,2.19,15.57,0
ORD-00514,2026-09-08,lunch,counter,2,0,,1.18,8.74,1.29,11.21,1
ORD-00515,2026-09-08,lunch,counter,1,0,,0.2,11.4,1.48,13.08,0
ORD-00516,2026-09-08,lunch,counter,1,0,,1.47,11.55,2.99,16.01,0
ORD-00517,2026-09-08,lunch,app,2,0,,1.01,8.53,0.45,9.98,1
ORD-00518,2026-09-08,lunch,counter,3,0,,1.21,12.82,0.66,14.68,0
ORD-00519,2026-09-08,lunch,counter,4,0,,1.07,11.64,1.47,14.18,0
ORD-00520,2026-09-08,lunch,counter,4,0,,0.64,10.35,2.02,13.01,0
ORD-00521,2026-09-08,lunch,counter,1,0,,1.44,8.24,1.48,11.17,1
ORD-00522,2026-09-08,lunch,counter,2,0,,0.42,9.07,0.3,9.79,1
ORD-00523,2026-09-08,lunch,counter,4,0,,1.23,13.23,3.18,17.64,0
ORD-00524,2026-09-08,lunch,app,1,0,,0.79,6.77,1.63,9.19,1
ORD-00525,2026-09-08,lunch,counter,3,0,,1.55,9.65,0.68,11.89,1
ORD-00526,2026-09-08,lunch,app,3,0,payment,1.12,9.71,1.39,12.22,0
ORD-00527,2026-09-08,lunch,app,1,0,,0.97,14.6,0.3,15.87,0
ORD-00528,2026-09-08,lunch,app,2,0,,0.97,7.54,0.7,9.21,1
ORD-00529,2026-09-08,lunch,app,4,0,payment,0.82,5.4,1.16,7.38,1
ORD-00530,2026-09-08,lunch,counter,2,0,,0.85,12.39,1.97,15.2,0
ORD-00531,2026-09-08,lunch,app,4,0,,1.64,7.94,3.35,12.93,0
ORD-00532,2026-09-08,lunch,app,3,0,,1.19,5.2,1.72,8.11,1
ORD-00533,2026-09-08,lunch,counter,3,0,,1.13,12.25,2.25,15.64,0
ORD-00534,2026-09-08,lunch,app,2,0,,0.77,11.14,1.83,13.74,0
ORD-00535,2026-09-08,lunch,app,1,0,,1.47,2.3,0.6,4.36,1
ORD-00536,2026-09-08,dinner,counter,3,0,,1.49,10.85,1.54,13.88,0
ORD-00537,2026-09-08,dinner,app,3,0,,0.68,2.63,1.47,4.77,1
ORD-00538,2026-09-08,dinner,counter,3,0,,1.88,12.76,2.53,17.17,0
ORD-00539,2026-09-08,dinner,counter,3,0,,0.34,4.93,2.8,8.08,1
ORD-00540,2026-09-08,dinner,counter,1,0,payment,0.46,10.78,1.81,13.05,0
ORD-00541,2026-09-08,dinner,app,1,0,kitchen_rework,0.96,10.43,0.35,11.75,1
ORD-00542,2026-09-08,dinner,counter,4,0,,1.52,7.4,0.91,9.83,1
ORD-00543,2026-09-08,dinner,counter,1,0,payment,1.03,2.14,2.19,5.37,1
ORD-00544,2026-09-08,dinner,counter,4,0,,0.79,11.62,1.35,13.77,0
ORD-00545,2026-09-08,dinner,counter,4,0,,0.95,12.0,1.72,14.67,0
ORD-00546,2026-09-08,dinner,counter,3,0,,1.33,12.59,0.99,14.91,0
ORD-00547,2026-09-08,dinner,app,1,0,,0.83,9.64,1.23,11.7,1
ORD-00548,2026-09-08,dinner,app,4,0,,1.31,11.27,2.27,14.84,0
ORD-00549,2026-09-08,dinner,app,3,0,stockout,0.54,3.91,2.14,6.59,1
ORD-00550,2026-09-08,dinner,app,2,0,,1.41,8.87,2.47,12.74,0
ORD-00551,2026-09-08,dinner,counter,3,0,,1.36,8.82,3.33,13.51,0
ORD-00552,2026-09-08,dinner,app,3,0,,1.38,9.24,2.49,13.11,0
ORD-00553,2026-09-08,dinner,counter,3,0,,1.44,11.61,1.74,14.79,0
ORD-00554,2026-09-08,dinner,counter,2,0,,1.3,11.11,2.85,15.26,0
ORD-00555,2026-09-08,dinner,app,2,0,,1.11,9.87,2.88,13.87,0
ORD-00556,2026-09-08,dinner,counter,3,0,,1.41,10.38,1.83,13.62,0
ORD-00557,2026-09-08,dinner,app,3,0,,0.56,8.81,1.77,11.13,1
ORD-00558,2026-09-08,dinner,app,3,0,,0.36,2.0,1.54,3.9,1
ORD-00559,2026-09-08,dinner,counter,2,0,,0.2,9.09,1.35,10.64,1
ORD-00560,2026-09-08,dinner,app,2,0,,1.09,3.16,1.87,6.12,1
ORD-00561,2026-09-08,dinner,counter,4,0,,1.02,2.0,0.3,3.32,1
ORD-00562,2026-09-08,dinner,counter,2,0,,1.12,6.13,2.91,10.16,1
ORD-00563,2026-09-08,dinner,counter,2,0,,1.79,10.54,1.57,13.9,0
ORD-00564,2026-09-08,dinner,app,3,0,,0.58,11.12,1.89,13.6,0
ORD-00565,2026-09-08,dinner,app,4,0,,1.03,10.47,0.99,12.48,0
ORD-00566,2026-09-08,dinner,app,1,0,payment,1.74,12.81,1.92,16.48,0
ORD-00567,2026-09-08,dinner,counter,2,0,,1.78,9.25,2.08,13.11,0
ORD-00568,2026-09-08,dinner,app,3,0,,0.31,14.5,2.7,17.51,0
ORD-00569,2026-09-08,dinner,counter,1,0,,0.92,13.48,3.23,17.62,0
ORD-00570,2026-09-08,dinner,app,3,0,,1.62,9.24,2.32,13.18,0
ORD-00571,2026-09-08,dinner,counter,1,0,,0.2,4.15,1.2,5.55,1
ORD-00572,2026-09-08,dinner,counter,2,0,stockout,0.97,7.63,2.55,11.15,1
ORD-00573,2026-09-08,dinner,app,4,0,,1.1,9.63,1.44,12.17,0
ORD-00574,2026-09-08,dinner,app,4,0,,1.17,2.78,3.77,7.72,1
ORD-00575,2026-09-08,dinner,counter,4,0,,1.14,2.0,1.16,4.3,1
ORD-00576,2026-09-08,dinner,app,3,0,,0.55,5.22,2.05,7.82,1
ORD-00577,2026-09-08,dinner,counter,2,0,payment,1.39,2.42,0.58,4.39,1
ORD-00578,2026-09-08,dinner,counter,4,0,,0.87,6.0,0.57,7.43,1
ORD-00579,2026-09-08,dinner,app,3,0,,0.79,12.35,0.9,14.04,0
ORD-00580,2026-09-08,dinner,app,1,0,,1.31,12.83,2.7,16.84,0
ORD-00581,2026-09-08,dinner,app,2,0,,0.59,9.16,0.87,10.61,1
ORD-00582,2026-09-08,dinner,counter,4,0,,0.2,3.75,2.08,6.03,1
ORD-00583,2026-09-08,dinner,app,1,0,,0.65,12.93,1.87,15.46,0
ORD-00584,2026-09-08,dinner,counter,3,0,,1.68,6.98,1.58,10.23,1
ORD-00585,2026-09-08,dinner,counter,1,1,,1.62,12.18,,,
ORD-00586,2026-09-08,dinner,counter,3,0,,1.35,11.07,0.56,12.98,0
ORD-00587,2026-09-08,dinner,counter,2,0,,1.75,11.98,2.52,16.25,0
ORD-00588,2026-09-08,dinner,counter,2,0,,0.25,4.96,0.3,5.51,1
ORD-00589,2026-09-08,dinner,counter,2,0,,0.57,7.2,1.5,9.27,1
ORD-00590,2026-09-08,dinner,counter,1,0,,0.2,5.79,0.91,6.9,1
ORD-00591,2026-09-08,dinner,counter,3,0,,1.21,11.78,1.58,14.58,0
ORD-00592,2026-09-08,dinner,app,2,0,,0.66,6.8,1.58,9.04,1
ORD-00593,2026-09-08,dinner,app,4,0,,1.34,6.96,0.91,9.21,1
ORD-00594,2026-09-08,dinner,counter,1,0,,0.91,5.04,3.57,9.52,1
ORD-00595,2026-09-08,dinner,counter,3,0,payment,1.57,12.05,2.07,15.69,0
ORD-00596,2026-09-08,dinner,app,4,0,,0.38,6.86,0.44,7.68,1
ORD-00597,2026-09-08,dinner,app,4,1,,0.2,9.21,,,
ORD-00598,2026-09-08,dinner,counter,1,0,,0.61,9.51,2.14,12.26,0
ORD-00599,2026-09-08,dinner,app,2,0,,1.42,12.65,2.8,16.87,0
ORD-00600,2026-09-08,dinner,counter,4,0,,1.35,4.94,1.8,8.1,1
ORD-00601,2026-09-08,dinner,app,2,0,,1.36,3.75,0.43,5.55,1
ORD-00602,2026-09-08,dinner,counter,4,0,,0.93,12.73,1.33,15.0,0
ORD-00603,2026-09-08,dinner,counter,4,0,,0.59,4.21,2.78,7.58,1
ORD-00604,2026-09-08,dinner,app,2,0,,0.89,6.13,1.72,8.74,1
ORD-00605,2026-09-08,dinner,counter,3,0,,1.75,8.96,1.17,11.88,1
ORD-00606,2026-09-08,dinner,counter,1,0,,0.92,5.53,2.1,8.56,1
ORD-00607,2026-09-08,dinner,app,1,0,,1.68,7.58,3.04,12.31,0
ORD-00608,2026-09-08,dinner,app,1,0,kitchen_rework,1.87,16.98,1.17,20.02,0
ORD-00609,2026-09-08,dinner,counter,4,0,,1.1,6.56,0.3,7.97,1
ORD-00610,2026-09-08,dinner,counter,4,0,,0.77,6.98,2.04,9.79,1
ORD-00611,2026-09-08,dinner,counter,3,0,payment,0.2,6.83,0.39,7.42,1
ORD-00612,2026-09-08,dinner,app,4,0,,0.87,5.71,1.2,7.78,1
ORD-00613,2026-09-08,dinner,counter,4,0,,1.54,6.43,1.79,9.76,1
ORD-00614,2026-09-08,dinner,app,1,0,,1.36,8.25,0.91,10.52,1
ORD-00615,2026-09-08,dinner,counter,3,0,,0.64,7.14,0.57,8.35,1
ORD-00616,2026-09-08,dinner,counter,4,0,,0.38,3.74,1.21,5.33,1
ORD-00617,2026-09-08,dinner,app,2,0,,1.1,6.56,0.3,7.96,1
ORD-00618,2026-09-08,dinner,app,4,0,,0.66,12.94,2.47,16.08,0
ORD-00619,2026-09-08,dinner,counter,2,0,,0.43,5.49,1.58,7.51,1
ORD-00620,2026-09-08,dinner,app,1,0,,0.87,5.82,0.3,7.0,1
ORD-00621,2026-09-08,dinner,counter,2,0,payment,0.59,5.67,2.69,8.95,1
ORD-00622,2026-09-08,dinner,counter,2,0,,0.62,10.53,2.4,13.55,0
ORD-00623,2026-09-08,dinner,counter,4,0,,1.07,8.94,0.94,10.94,1
ORD-00624,2026-09-08,dinner,app,3,0,,0.6,10.14,0.3,11.04,1
ORD-00625,2026-09-08,dinner,app,1,0,,0.2,9.77,1.4,11.37,1
ORD-00626,2026-09-08,dinner,counter,3,0,,0.63,4.09,0.86,5.57,1
ORD-00627,2026-09-08,dinner,app,2,0,,1.26,4.39,2.24,7.89,1
ORD-00628,2026-09-08,dinner,counter,2,0,,0.43,2.27,0.37,3.07,1
ORD-00629,2026-09-08,dinner,app,1,0,,1.29,5.12,2.62,9.03,1
ORD-00630,2026-09-08,dinner,counter,4,0,,0.37,2.8,0.85,4.02,1
ORD-00631,2026-09-08,dinner,counter,2,1,,0.32,7.43,,,
ORD-00632,2026-09-08,dinner,app,1,0,,0.86,3.5,0.93,5.29,1
