order_id,order_ts,accepted_ts,ready_ts,handover_ts,shift,channel,item_count,cancelled,issue_code
ORD-00353,2026-09-08T08:56:13,2026-09-08T08:57:12.031145,2026-09-08T09:06:05.494643,2026-09-08T09:07:03.671971,breakfast,app,3,false,
ORD-00354,2026-09-08T08:31:16,2026-09-08T08:33:10.272505,2026-09-08T08:41:46.435383,2026-09-08T08:45:06.128695,breakfast,counter,1,false,
ORD-00355,2026-09-08T08:33:30,2026-09-08T08:34:13.454605,2026-09-08T08:42:30.891133,2026-09-08T08:45:40.257863,breakfast,counter,2,false,
ORD-00356,2026-09-08T08:46:47,2026-09-08T08:48:40.595610,2026-09-08T08:59:53.201487,2026-09-08T09:02:23.800550,breakfast,counter,1,false,
ORD-00357,2026-09-08T09:42:13,2026-09-08T09:43:02.646216,2026-09-08T09:49:09.983130,2026-09-08T09:49:27.983130,breakfast,app,2,false,
ORD-00358,2026-09-08T08:15:22,2026-09-08T08:16:31.447662,2026-09-08T08:25:41.183732,2026-09-08T08:27:37.634999,breakfast,counter,4,false,
ORD-00359,2026-09-08T09:24:27,2026-09-08T09:25:38.624565,2026-09-08T09:38:11.684147,2026-09-08T09:38:49.683777,breakfast,app,4,false,
ORD-00360,2026-09-08T08:32:34,2026-09-08T08:33:09.753114,2026-09-08T08:46:15.322741,2026-09-08T08:49:06.519885,breakfast,counter,3,false,
ORD-00361,2026-09-08T08:50:41,2026-09-08T08:51:44.506396,2026-09-08T09:04:53.251877,2026-09-08T09:06:38.408125,breakfast,app,1,false,
ORD-00362,2026-09-08T08:43:12,2026-09-08T08:44:09.338508,2026-09-08T08:49:44.158387,2026-09-08T08:50:56.040962,breakfast,app,4,false,
ORD-00363,2026-09-08T09:03:58,2026-09-08T09:05:08.545229,2026-09-08T09:14:27.134505,2026-09-08T09:16:12.856571,breakfast,app,2,false,
ORD-00364,2026-09-08T09:21:23,2026-09-08T09:22:34.020680,2026-09-08T09:29:08.659602,2026-09-08T09:32:48.116581,breakfast,app,3,false,
ORD-00365,2026-09-08T09:13:27,2026-09-08T09:14:22.545830,2026-09-08T09:22:07.467662,2026-09-08T09:23:37.644748,breakfast,app,1,false,
ORD-00366,2026-09-08T09:57:22,2026-09-08T09:58:39.263911,2026-09-08T10:06:15.273312,2026-09-08T10:08:23.702642,breakfast,counter,2,false,payment
ORD-00367,2026-09-08T08:22:36,2026-09-08T08:23:30.373514,2026-09-08T08:31:30.998866,2026-09-08T08:32:12.458456,breakfast,app,4,false,
ORD-00368,2026-09-08T09:58:07,2026-09-08T09:58:20.969635,2026-09-08T10:09:56.979908,2026-09-08T10:11:45.785217,breakfast,app,4,false,
ORD-00369,2026-09-08T09:15:14,2026-09-08T09:16:28.950233,2026-09-08T09:24:10.132004,2026-09-08T09:26:10.187263,breakfast,counter,1,false,
ORD-00370,2026-09-08T09:53:01,2026-09-08T09:54:51.021613,2026-09-08T10:02:06.604502,2026-09-08T10:03:33.883042,breakfast,app,3,false,
ORD-00371,2026-09-08T09:40:14,2026-09-08T09:40:47.125734,2026-09-08T09:47:23.995673,2026-09-08T09:49:19.689109,breakfast,counter,1,false,
ORD-00372,2026-09-08T09:42:48,2026-09-08T09:43:34.337450,2026-09-08T09:49:23.711522,2026-09-08T09:51:15.733210,breakfast,app,1,false,
ORD-00373,2026-09-08T08:43:10,2026-09-08T08:44:46.424759,2026-09-08T08:54:05.486820,2026-09-08T08:56:25.182821,breakfast,app,1,false,
ORD-00374,2026-09-08T09:35:51,2026-09-08T09:36:19.356783,2026-09-08T09:45:13.047362,2026-09-08T09:45:31.047362,breakfast,counter,3,false,
ORD-00375,2026-09-08T08:44:30,2026-09-08T08:46:08.541851,2026-09-08T08:57:05.987131,2026-09-08T08:59:30.247130,breakfast,app,3,false,
ORD-00376,2026-09-08T09:00:28,2026-09-08T09:02:15.967235,2026-09-08T09:10:35.644735,2026-09-08T09:12:07.126810,breakfast,app,2,false,
ORD-00377,2026-09-08T09:30:33,2026-09-08T09:31:31.246081,2026-09-08T09:42:06.169931,2026-09-08T09:44:31.169979,breakfast,app,2,false,
ORD-00378,2026-09-08T09:40:52,2026-09-08T09:41:55.084629,2026-09-08T09:47:18.592716,2026-09-08T09:47:36.592716,breakfast,app,4,false,
ORD-00379,2026-09-08T08:38:29,2026-09-08T08:39:57.822511,2026-09-08T08:45:29.828226,2026-09-08T08:46:53.730516,breakfast,counter,4,false,
ORD-00380,2026-09-08T09:48:14,2026-09-08T09:49:14.959190,2026-09-08T09:54:26.871889,2026-09-08T09:55:46.065379,breakfast,counter,3,false,
ORD-00381,2026-09-08T08:55:58,2026-09-08T08:56:19.682057,2026-09-08T09:07:39.735515,2026-09-08T09:09:57.759164,breakfast,counter,3,false,
ORD-00382,2026-09-08T08:28:15,2026-09-08T08:28:27.795858,2026-09-08T08:33:53.628080,2026-09-08T08:35:10.264201,breakfast,counter,1,false,
ORD-00383,2026-09-08T08:35:45,2026-09-08T08:37:49.387436,2026-09-08T08:47:57.439459,2026-09-08T08:51:22.556747,breakfast,app,1,false,
ORD-00384,2026-09-08T08:31:27,2026-09-08T08:33:01.134833,2026-09-08T08:39:58.804040,2026-09-08T08:42:46.530718,breakfast,app,4,false,payment
ORD-00385,2026-09-08T08:07:37,2026-09-08T08:08:17.373009,2026-09-08T08:17:10.694455,2026-09-08T08:19:01.816499,breakfast,app,3,false,
ORD-00386,2026-09-08T09:19:40,2026-09-08T09:20:51.728903,2026-09-08T09:27:44.909158,2026-09-08T09:30:15.480567,breakfast,counter,3,false,
ORD-00387,2026-09-08T09:25:14,2026-09-08T09:26:20.402980,2026-09-08T09:33:11.571206,2026-09-08T09:34:43.294818,breakfast,counter,3,false,
ORD-00388,2026-09-08T09:23:46,2026-09-08T09:25:44.474329,2026-09-08T09:36:34.639015,2026-09-08T09:37:01.079451,breakfast,counter,4,false,
ORD-00389,2026-09-08T09:35:21,2026-09-08T09:35:47.279463,2026-09-08T09:46:20.883201,2026-09-08T09:46:51.549250,breakfast,app,2,false,kitchen_rework
ORD-00390,2026-09-08T08:32:43,2026-09-08T08:34:03.227805,2026-09-08T08:40:05.108047,2026-09-08T08:41:17.813776,breakfast,counter,3,false,
ORD-00391,2026-09-08T08:53:36,2026-09-08T08:54:41.082587,2026-09-08T09:05:10.466983,2026-09-08T09:07:08.818216,breakfast,counter,3,false,
ORD-00392,2026-09-08T09:58:30,2026-09-08T09:58:58.192949,2026-09-08T10:06:44.556831,2026-09-08T10:08:44.009189,breakfast,counter,4,false,
ORD-00393,2026-09-08T08:21:25,2026-09-08T08:22:36.756149,2026-09-08T08:28:08.398913,2026-09-08T08:29:33.996480,breakfast,app,2,false,
ORD-00394,2026-09-08T08:57:28,2026-09-08T08:59:36.510645,2026-09-08T09:06:52.251310,2026-09-08T09:09:37.529998,breakfast,counter,2,false,
ORD-00395,2026-09-08T08:30:17,2026-09-08T08:31:51.366157,2026-09-08T08:40:52.278102,2026-09-08T08:43:01.623760,breakfast,counter,2,false,
ORD-00396,2026-09-08T09:20:42,2026-09-08T09:21:53.704481,2026-09-08T09:32:24.425096,2026-09-08T09:34:31.987443,breakfast,counter,4,false,
ORD-00397,2026-09-08T09:42:56,2026-09-08T09:44:01.432062,2026-09-08T09:51:38.697674,2026-09-08T09:53:16.722534,breakfast,counter,4,false,
ORD-00398,2026-09-08T08:29:30,2026-09-08T08:30:09.806551,2026-09-08T08:38:06.045558,2026-09-08T08:39:29.316481,breakfast,app,1,false,
ORD-00399,2026-09-08T08:00:46,2026-09-08T08:01:13.779886,2026-09-08T08:08:36.240162,2026-09-08T08:09:24.572314,breakfast,app,1,false,
ORD-00400,2026-09-08T09:03:36,2026-09-08T09:04:24.795798,2026-09-08T09:15:34.031231,2026-09-08T09:18:11.870355,breakfast,app,1,false,
ORD-00401,2026-09-08T08:45:12,2026-09-08T08:46:40.843664,2026-09-08T08:58:21.471874,2026-09-08T08:59:59.440530,breakfast,app,1,false,
ORD-00402,2026-09-08T08:44:13,2026-09-08T08:45:22.725120,2026-09-08T08:57:37.171586,2026-09-08T09:00:18.938813,breakfast,app,1,false,
ORD-00403,2026-09-08T08:42:08,2026-09-08T08:43:05.184351,2026-09-08T08:52:37.650685,2026-09-08T08:55:25.490065,breakfast,app,1,false,
ORD-00404,2026-09-08T09:49:30,2026-09-08T09:50:40.105919,2026-09-08T10:00:43.721652,2026-09-08T10:01:01.721652,breakfast,counter,3,false,
ORD-00405,2026-09-08T09:07:36,2026-09-08T09:08:17.919580,2026-09-08T09:17:41.968343,2026-09-08T09:21:20.290411,breakfast,counter,3,false,
ORD-00406,2026-09-08T09:31:01,2026-09-08T09:31:21.559984,2026-09-08T09:37:02.695001,2026-09-08T09:38:04.456429,breakfast,counter,2,false,
ORD-00407,2026-09-08T09:52:45,2026-09-08T09:53:57.805439,2026-09-08T10:02:35.307999,2026-09-08T10:02:53.307999,breakfast,app,3,false,
ORD-00408,2026-09-08T08:41:24,2026-09-08T08:42:30.185885,2026-09-08T08:52:28.149016,2026-09-08T08:54:12.807237,breakfast,app,1,false,
ORD-00409,2026-09-08T08:20:53,2026-09-08T08:22:02.891588,2026-09-08T08:29:06.558788,2026-09-08T08:30:04.136504,breakfast,counter,1,false,
ORD-00410,2026-09-08T08:40:57,2026-09-08T08:42:17.628076,2026-09-08T08:51:08.690876,2026-09-08T08:52:46.566240,breakfast,counter,3,false,
ORD-00411,2026-09-08T14:20:58,2026-09-08T14:21:10,2026-09-08T14:28:06.661330,,lunch,counter,3,true,
ORD-00412,2026-09-08T14:02:48,2026-09-08T14:03:00,2026-09-08T14:12:09.471514,2026-09-08T14:13:04.130018,lunch,app,3,false,stockout
ORD-00413,2026-09-08T12:37:26,2026-09-08T12:39:11.809025,2026-09-08T12:49:35.328834,,lunch,app,2,true,
ORD-00414,2026-09-08T13:43:19,2026-09-08T13:43:56.748254,2026-09-08T13:52:52.774779,2026-09-08T13:55:33.934324,lunch,counter,2,false,
ORD-00415,2026-09-08T12:16:18,2026-09-08T12:17:10.984329,2026-09-08T12:20:30.332663,2026-09-08T12:22:02.749111,lunch,app,4,false,
ORD-00416,2026-09-08T13:22:46,2026-09-08T13:24:39.547014,2026-09-08T13:34:44.170057,2026-09-08T13:37:15.014626,lunch,counter,2,false,
ORD-00417,2026-09-08T14:08:31,2026-09-08T14:09:27.082030,2026-09-08T14:16:50.616271,2026-09-08T14:17:46.746866,lunch,counter,1,false,
ORD-00418,2026-09-08T14:05:57,2026-09-08T14:06:57.787569,2026-09-08T14:14:27.491709,2026-09-08T14:15:20.967369,lunch,app,4,false,
ORD-00419,2026-09-08T13:01:42,2026-09-08T13:03:14.925968,2026-09-08T13:10:48.179730,2026-09-08T13:12:29.748247,lunch,counter,1,false,
ORD-00420,2026-09-08T12:36:09,2026-09-08T12:37:18.253489,2026-09-08T12:51:07.371747,2026-09-08T12:52:33.259262,lunch,app,1,false,
ORD-00421,2026-09-08T12:56:14,2026-09-08T12:58:02.871428,2026-09-08T13:10:54.480389,2026-09-08T13:11:53.267481,lunch,app,2,false,
ORD-00422,2026-09-08T14:14:56,2026-09-08T14:15:39.520803,2026-09-08T14:23:21.254040,2026-09-08T14:23:39.254040,lunch,app,4,false,
ORD-00423,2026-09-08T14:09:00,2026-09-08T14:10:02.340143,2026-09-08T14:14:52.567411,2026-09-08T14:15:16.890300,lunch,counter,4,false,stockout
ORD-00424,2026-09-08T13:29:40,2026-09-08T13:31:07.671096,2026-09-08T13:45:05.602295,2026-09-08T13:47:36.532374,lunch,app,3,false,
ORD-00425,2026-09-08T12:07:01,2026-09-08T12:07:44.083535,2026-09-08T12:17:24.706044,2026-09-08T12:17:42.706044,lunch,app,3,false,payment
ORD-00426,2026-09-08T13:07:59,2026-09-08T13:09:25.141841,2026-09-08T13:22:24.024156,2026-09-08T13:23:27.404671,lunch,app,2,false,
ORD-00427,2026-09-08T13:12:29,2026-09-08T13:13:26.492536,2026-09-08T13:31:35.512821,2026-09-08T13:34:55.026957,lunch,counter,4,false,
ORD-00428,2026-09-08T14:06:14,2026-09-08T14:07:13.358856,2026-09-08T14:17:07.400817,2026-09-08T14:18:31.531246,lunch,app,2,false,
ORD-00429,2026-09-08T12:45:40,2026-09-08T12:47:30.027472,2026-09-08T12:57:37.442396,2026-09-08T12:59:42.792364,lunch,counter,2,false,
ORD-00430,2026-09-08T13:36:04,2026-09-08T13:36:53.837398,2026-09-08T13:39:22.842175,2026-09-08T13:41:17.555688,lunch,app,3,false,
ORD-00431,2026-09-08T12:05:50,2026-09-08T12:06:02,2026-09-08T12:10:29.079225,2026-09-08T12:12:09.396408,lunch,counter,2,false,
ORD-00432,2026-09-08T14:22:35,2026-09-08T14:23:44.223149,2026-09-08T14:32:17.942840,2026-09-08T14:33:39.520194,lunch,counter,1,false,
ORD-00433,2026-09-08T13:19:01,2026-09-08T13:19:54.749464,2026-09-08T13:30:27.593413,2026-09-08T13:32:02.856595,lunch,counter,4,false,
ORD-00434,2026-09-08T12:30:08,2026-09-08T12:31:05.673341,2026-09-08T12:45:05.534550,2026-09-08T12:46:48.371110,lunch,app,3,false,
ORD-00435,2026-09-08T13:50:17,2026-09-08T13:51:25.990786,2026-09-08T14:05:53.720350,,lunch,app,1,true,kitchen_rework
ORD-00436,2026-09-08T14:22:13,2026-09-08T14:23:45.375117,2026-09-08T14:37:51.021077,2026-09-08T14:40:02.823003,lunch,app,2,false,
ORD-00437,2026-09-08T13:00:48,2026-09-08T13:01:33.569282,2026-09-08T13:11:49.713577,2026-09-08T13:14:00.875526,lunch,counter,4,false,
ORD-00438,2026-09-08T13:05:09,2026-09-08T13:06:02.297499,2026-09-08T13:17:10.169837,2026-09-08T13:18:47.590134,lunch,counter,4,false,
ORD-00439,2026-09-08T13:53:06,2026-09-08T13:54:06.399153,2026-09-08T14:00:30.548025,2026-09-08T14:01:07.394866,lunch,app,4,false,
ORD-00440,2026-09-08T14:06:37,2026-09-08T14:08:03.715355,2026-09-08T14:16:18.289016,2026-09-08T14:16:46.864153,lunch,app,4,false,
ORD-00441,2026-09-08T13:07:56,2026-09-08T13:09:45.160024,2026-09-08T13:29:48.731204,2026-09-08T13:31:21.891981,lunch,counter,1,false,kitchen_rework
ORD-00442,2026-09-08T13:58:27,2026-09-08T13:59:20.852078,2026-09-08T14:06:13.450372,2026-09-08T14:06:35.369378,lunch,app,2,false,
ORD-00443,2026-09-08T13:24:10,2026-09-08T13:24:57.788033,2026-09-08T13:38:50.210160,2026-09-08T13:41:19.933976,lunch,app,2,false,
ORD-00444,2026-09-08T14:22:55,2026-09-08T14:23:45.623775,2026-09-08T14:30:25.335028,2026-09-08T14:31:37.806998,lunch,app,1,false,
ORD-00445,2026-09-08T14:27:57,2026-09-08T14:29:35.165692,2026-09-08T14:34:40.143353,2026-09-08T14:35:35.732068,lunch,app,3,false,
ORD-00446,2026-09-08T13:51:46,2026-09-08T13:52:34.483063,2026-09-08T14:14:16.302765,2026-09-08T14:15:34.484624,lunch,counter,1,false,kitchen_rework
ORD-00447,2026-09-08T13:02:21,2026-09-08T13:02:56.806872,2026-09-08T13:09:59.701597,2026-09-08T13:12:20.773576,lunch,counter,2,false,
ORD-00448,2026-09-08T13:02:17,2026-09-08T13:03:35.161234,2026-09-08T13:16:46.496945,2026-09-08T13:19:09.413266,lunch,app,2,false,
ORD-00449,2026-09-08T13:37:12,2026-09-08T13:37:42.613110,2026-09-08T13:54:41.431690,2026-09-08T13:54:59.431690,lunch,app,2,false,kitchen_rework
ORD-00450,2026-09-08T14:20:56,2026-09-08T14:21:15.532484,2026-09-08T14:32:45.021292,2026-09-08T14:33:52.187712,lunch,counter,2,false,
ORD-00451,2026-09-08T13:14:29,2026-09-08T13:15:43.737540,2026-09-08T13:21:09.501515,2026-09-08T13:23:26.551397,lunch,counter,3,false,
ORD-00452,2026-09-08T13:36:17,2026-09-08T13:37:15.682249,2026-09-08T13:43:55.344895,2026-09-08T13:45:36.771886,lunch,app,2,false,payment
ORD-00453,2026-09-08T14:12:45,2026-09-08T14:12:57,2026-09-08T14:22:22.744716,2026-09-08T14:22:40.744716,lunch,counter,1,false,
ORD-00454,2026-09-08T12:25:46,2026-09-08T12:25:58,2026-09-08T12:42:27.951937,2026-09-08T12:44:34.869119,lunch,counter,2,false,stockout
ORD-00455,2026-09-08T12:02:08,2026-09-08T12:02:20,2026-09-08T12:08:53.153840,2026-09-08T12:09:17.408618,lunch,counter,4,false,
ORD-00456,2026-09-08T13:50:23,2026-09-08T13:51:06.590990,2026-09-08T13:56:53.156809,2026-09-08T13:57:49.045963,lunch,app,3,false,
ORD-00457,2026-09-08T14:07:02,2026-09-08T14:07:44.937195,2026-09-08T14:12:59.086682,2026-09-08T14:13:39.527431,lunch,counter,3,false,
ORD-00458,2026-09-08T14:18:17,2026-09-08T14:18:40.113665,2026-09-08T14:28:40.274874,2026-09-08T14:31:57.346776,lunch,counter,1,false,
ORD-00459,2026-09-08T12:33:08,2026-09-08T12:33:40.644525,2026-09-08T12:50:35.421445,2026-09-08T12:51:48.375249,lunch,counter,1,false,
ORD-00460,2026-09-08T12:01:20,2026-09-08T12:01:37.843770,2026-09-08T12:06:06.767265,2026-09-08T12:06:50.635077,lunch,counter,2,false,payment
ORD-00461,2026-09-08T13:53:52,2026-09-08T13:54:43.657131,2026-09-08T14:04:51.482154,2026-09-08T14:07:11.555403,lunch,app,4,false,
ORD-00462,2026-09-08T12:43:36,2026-09-08T12:44:47.850941,2026-09-08T12:52:13.136974,2026-09-08T12:53:12.840857,lunch,app,2,false,
ORD-00463,2026-09-08T13:53:07,2026-09-08T13:53:19,2026-09-08T13:57:05.565982,,lunch,counter,4,true,
ORD-00464,2026-09-08T13:23:04,2026-09-08T13:23:43.602449,2026-09-08T13:32:47.288584,2026-09-08T13:35:49.251102,lunch,app,3,false,stockout
ORD-00465,2026-09-08T12:03:44,2026-09-08T12:05:18.325759,2026-09-08T12:15:14.396503,2026-09-08T12:15:32.396503,lunch,counter,2,false,
ORD-00466,2026-09-08T14:29:17,2026-09-08T14:30:16.975242,2026-09-08T14:40:16.509913,2026-09-08T14:42:00.758990,lunch,app,1,false,
ORD-00467,2026-09-08T13:14:57,2026-09-08T13:16:38.766543,2026-09-08T13:24:57.826262,2026-09-08T13:27:39.542301,lunch,app,1,false,stockout
ORD-00468,2026-09-08T12:20:14,2026-09-08T12:21:18.769790,2026-09-08T12:27:08.213908,2026-09-08T12:27:53.805243,lunch,app,2,false,
ORD-00469,2026-09-08T12:41:34,2026-09-08T12:42:36.721946,2026-09-08T12:57:31.596522,2026-09-08T12:59:56.061159,lunch,counter,1,false,stockout
ORD-00470,2026-09-08T13:42:44,2026-09-08T13:43:58.485967,2026-09-08T13:50:54.948451,2026-09-08T13:51:45.301950,lunch,counter,1,false,
ORD-00471,2026-09-08T13:19:37,2026-09-08T13:20:26.211927,2026-09-08T13:26:18.661946,2026-09-08T13:29:21.763758,lunch,app,3,false,
ORD-00472,2026-09-08T13:47:57,2026-09-08T13:48:39.070429,2026-09-08T13:56:07.194847,2026-09-08T13:58:13.574962,lunch,app,1,false,
ORD-00473,2026-09-08T12:00:56,2026-09-08T12:01:16.254081,2026-09-08T12:10:39.872318,2026-09-08T12:11:34.804925,lunch,app,2,false,
ORD-00474,2026-09-08T12:54:33,2026-09-08T12:55:43.841381,2026-09-08T13:12:44.290274,2026-09-08T13:14:25.923174,lunch,counter,3,false,
ORD-00475,2026-09-08T12:17:56,2026-09-08T12:18:40.910542,2026-09-08T12:25:38.472483,2026-09-08T12:26:57.316620,lunch,counter,4,false,
ORD-00476,2026-09-08T12:02:21,2026-09-08T12:03:03.851462,2026-09-08T12:13:00.335333,2026-09-08T12:13:40.210838,lunch,counter,1,false,
ORD-00477,2026-09-08T14:16:08,2026-09-08T14:16:47.733260,2026-09-08T14:29:29.897401,2026-09-08T14:30:41.139115,lunch,counter,4,false,
ORD-00478,2026-09-08T12:33:16,2026-09-08T12:35:38.188398,2026-09-08T12:47:54.697370,2026-09-08T12:50:02.023120,lunch,counter,4,false,
ORD-00479,2026-09-08T14:12:08,2026-09-08T14:12:24.826567,2026-09-08T14:16:40.424453,2026-09-08T14:18:02.384161,lunch,counter,3,false,
ORD-00480,2026-09-08T12:03:28,2026-09-08T12:03:40,2026-09-08T12:07:10.930154,2026-09-08T12:08:19.153454,lunch,app,3,false,
ORD-00481,2026-09-08T12:07:33,2026-09-08T12:08:25.714200,2026-09-08T12:20:45.787049,2026-09-08T12:22:01.260484,lunch,app,3,false,
ORD-00482,2026-09-08T12:28:53,2026-09-08T12:30:05.116570,2026-09-08T12:33:56.457889,2026-09-08T12:34:19.788061,lunch,counter,1,false,
ORD-00483,2026-09-08T13:28:06,2026-09-08T13:29:30.413709,2026-09-08T13:42:17.517763,2026-09-08T13:44:45.207407,lunch,counter,4,false,
ORD-00484,2026-09-08T14:03:36,2026-09-08T14:03:48.610919,2026-09-08T14:13:23.302579,2026-09-08T14:15:20.792369,lunch,app,1,false,
ORD-00485,2026-09-08T14:14:27,2026-09-08T14:15:09.689861,2026-09-08T14:24:05.987483,2026-09-08T14:24:23.987483,lunch,counter,4,false,
ORD-00486,2026-09-08T14:17:07,2026-09-08T14:18:31.615693,2026-09-08T14:22:54.617906,2026-09-08T14:24:49.660397,lunch,counter,2,false,
ORD-00487,2026-09-08T12:20:18,2026-09-08T12:20:57.457020,2026-09-08T12:29:42.735149,2026-09-08T12:30:00.735149,lunch,app,2,false,
ORD-00488,2026-09-08T13:11:02,2026-09-08T13:12:15.518028,2026-09-08T13:26:37.532496,,lunch,app,4,true,
ORD-00489,2026-09-08T14:20:42,2026-09-08T14:21:35.440124,2026-09-08T14:30:01.445770,2026-09-08T14:30:48.424349,lunch,counter,3,false,
ORD-00490,2026-09-08T14:03:21,2026-09-08T14:03:39.851247,2026-09-08T14:10:10.583870,2026-09-08T14:10:38.202968,lunch,counter,2,false,
ORD-00491,2026-09-08T13:52:35,2026-09-08T13:53:45.625026,2026-09-08T14:03:46.387808,2026-09-08T14:05:22.201331,lunch,app,1,false,
ORD-00492,2026-09-08T13:11:06,2026-09-08T13:12:20.340233,2026-09-08T13:27:28.188708,2026-09-08T13:28:13.981521,lunch,app,2,false,
ORD-00493,2026-09-08T12:54:57,2026-09-08T12:56:09.795718,2026-09-08T13:06:11.643609,2026-09-08T13:08:33.031034,lunch,counter,2,false,
ORD-00494,2026-09-08T13:20:03,2026-09-08T13:21:29.916793,2026-09-08T13:45:28.988773,2026-09-08T13:47:34.586594,lunch,counter,4,false,kitchen_rework
ORD-00495,2026-09-08T13:30:17,2026-09-08T13:30:59.595825,2026-09-08T13:40:52.351238,2026-09-08T13:43:39.833073,lunch,app,4,false,
ORD-00496,2026-09-08T13:46:40,2026-09-08T13:47:10.358795,2026-09-08T14:05:53.656188,2026-09-08T14:08:18.636741,lunch,app,4,false,kitchen_rework
ORD-00497,2026-09-08T12:24:24,2026-09-08T12:25:57.109408,2026-09-08T12:28:15.109408,2026-09-08T12:28:49.624276,lunch,app,3,false,
ORD-00498,2026-09-08T13:36:42,2026-09-08T13:38:10.066279,2026-09-08T13:41:05.091853,2026-09-08T13:43:11.660521,lunch,counter,1,false,
ORD-00499,2026-09-08T12:20:20,2026-09-08T12:20:58.264913,2026-09-08T12:29:59.949197,2026-09-08T12:31:47.174093,lunch,app,1,false,
ORD-00500,2026-09-08T12:22:05,2026-09-08T12:23:16.904093,2026-09-08T12:31:15.930636,2026-09-08T12:31:53.941673,lunch,counter,1,false,
ORD-00501,2026-09-08T14:07:26,2026-09-08T14:07:53.299756,2026-09-08T14:12:36.907588,2026-09-08T14:12:54.907588,lunch,counter,4,false,
ORD-00502,2026-09-08T14:10:17,2026-09-08T14:11:27.892478,2026-09-08T14:23:22.081561,2026-09-08T14:24:37.393943,lunch,counter,4,false,
ORD-00503,2026-09-08T13:48:26,2026-09-08T13:49:20.579936,2026-09-08T13:58:23.968001,2026-09-08T13:59:25.846888,lunch,app,2,false,
ORD-00504,2026-09-08T14:04:42,2026-09-08T14:06:14.571895,2026-09-08T14:13:47.136490,2026-09-08T14:15:40.988115,lunch,counter,2,false,
ORD-00505,2026-09-08T12:59:14,2026-09-08T13:00:37.799099,2026-09-08T13:13:57.428070,2026-09-08T13:17:17.913897,lunch,counter,2,false,
ORD-00506,2026-09-08T14:11:43,2026-09-08T14:12:17.773365,2026-09-08T14:21:46.602087,2026-09-08T14:23:30.681072,lunch,counter,3,false,
ORD-00507,2026-09-08T13:38:10,2026-09-08T13:38:58.333140,2026-09-08T13:50:49.403095,,lunch,app,3,true,
ORD-00508,2026-09-08T13:27:52,2026-09-08T13:29:32.279909,2026-09-08T13:36:39.256902,2026-09-08T13:40:00.541748,lunch,counter,2,false,
ORD-00509,2026-09-08T12:00:14,2026-09-08T12:01:37.038506,2026-09-08T12:13:56.268234,2026-09-08T12:14:57.133253,lunch,app,2,false,
ORD-00510,2026-09-08T12:37:21,2026-09-08T12:38:26.033082,2026-09-08T12:52:32.709319,2026-09-08T12:55:27.735120,lunch,counter,3,false,
ORD-00511,2026-09-08T14:15:17,2026-09-08T14:16:32.103133,2026-09-08T14:21:46.010018,2026-09-08T14:22:14.863548,lunch,app,4,false,
ORD-00512,2026-09-08T13:18:20,2026-09-08T13:19:41.498781,2026-09-08T13:29:45.695476,2026-09-08T13:33:10.231446,lunch,app,3,false,
ORD-00513,2026-09-08T12:58:44,2026-09-08T13:00:00.639253,2026-09-08T13:12:06.989771,2026-09-08T13:14:18.389238,lunch,counter,4,false,
ORD-00514,2026-09-08T13:52:44,2026-09-08T13:53:54.956330,2026-09-08T14:02:39.311518,2026-09-08T14:03:56.608440,lunch,counter,2,false,
ORD-00515,2026-09-08T12:15:56,2026-09-08T12:16:08,2026-09-08T12:27:31.801457,2026-09-08T12:29:00.642074,lunch,counter,1,false,
ORD-00516,2026-09-08T12:56:11,2026-09-08T12:57:39.126171,2026-09-08T13:09:12.011715,2026-09-08T13:12:11.437752,lunch,counter,1,false,
ORD-00517,2026-09-08T13:53:33,2026-09-08T13:54:33.714215,2026-09-08T14:03:05.236436,2026-09-08T14:03:31.943445,lunch,app,2,false,
ORD-00518,2026-09-08T14:24:22,2026-09-08T14:25:34.399674,2026-09-08T14:38:23.366629,2026-09-08T14:39:02.838799,lunch,counter,3,false,
ORD-00519,2026-09-08T12:27:28,2026-09-08T12:28:32.161099,2026-09-08T12:40:10.830262,2026-09-08T12:41:38.820674,lunch,counter,4,false,
ORD-00520,2026-09-08T12:58:41,2026-09-08T12:59:19.174908,2026-09-08T13:09:40.423699,2026-09-08T13:11:41.436237,lunch,counter,4,false,
ORD-00521,2026-09-08T14:26:26,2026-09-08T14:27:52.537019,2026-09-08T14:36:06.983374,2026-09-08T14:37:35.929696,lunch,counter,1,false,
ORD-00522,2026-09-08T13:59:26,2026-09-08T13:59:51.013611,2026-09-08T14:08:55.448949,2026-09-08T14:09:13.448949,lunch,counter,2,false,
ORD-00523,2026-09-08T12:32:48,2026-09-08T12:34:02.044104,2026-09-08T12:47:15.730488,2026-09-08T12:50:26.575484,lunch,counter,4,false,
ORD-00524,2026-09-08T14:05:25,2026-09-08T14:06:12.523186,2026-09-08T14:12:59.006054,2026-09-08T14:14:36.509045,lunch,app,1,false,
ORD-00525,2026-09-08T12:14:54,2026-09-08T12:16:27.082894,2026-09-08T12:26:06.329065,2026-09-08T12:26:47.323296,lunch,counter,3,false,
ORD-00526,2026-09-08T12:16:42,2026-09-08T12:17:49.027953,2026-09-08T12:27:31.733802,2026-09-08T12:28:55.360004,lunch,app,3,false,payment
ORD-00527,2026-09-08T12:28:03,2026-09-08T12:29:01.401380,2026-09-08T12:43:37.360241,2026-09-08T12:43:55.360241,lunch,app,1,false,
